city,Date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN
Gharbia,2025-06-19,28.34,12.54,20.44,31.25,18.84,37.99,19.15,9.54,48.81,0.0,101.13,3.92,6.85,2.44
Gharbia,2025-06-20,28.77,14.47,21.62,31.42,19.57,38.76,19.19,10.73,52.88,0.0,101.04,4.42,7.66,2.42
Gharbia,2025-06-21,29.07,14.22,21.65,31.53,18.14,38.65,20.51,10.5,50.04,0.0,101.02,4.89,8.12,2.77
Gharbia,2025-06-22,28.1,15.9,22.0,30.29,15.78,36.7,20.92,11.44,54.34,0.0,100.98,6.09,10.16,2.67
Gharbia,2025-06-23,27.18,14.32,20.75,29.67,14.61,34.91,20.3,10.32,51.08,0.0,100.9,4.79,7.28,2.14
Gharbia,2025-06-24,28.47,15.54,22.01,31.22,17.77,37.99,20.22,11.26,53.85,0.0,100.86,4.08,7.35,2.01
Gharbia,2025-06-25,28.86,12.87,20.86,31.45,17.04,37.99,20.95,9.57,45.56,0.01,100.89,4.46,6.98,2.55
Gharbia,2025-06-26,28.98,12.01,20.49,32.11,19.15,38.79,19.64,9.26,45.8,0.29,100.71,3.18,6.05,1.93
Gharbia,2025-06-27,29.56,13.35,21.45,32.39,20.71,40.43,19.72,10.17,49.24,1.72,100.55,3.16,6.21,1.79
Gharbia,2025-06-28,30.14,14.99,22.57,32.9,20.73,41.41,20.68,11.45,53.26,2.22,100.3,3.41,7.27,1.36
Gharbia,2025-06-29,29.85,16.81,23.33,32.17,19.02,40.33,21.31,12.36,55.21,1.1,100.18,4.86,8.3,2.39
Gharbia,2025-06-30,30.86,16.01,23.44,33.35,18.25,40.19,21.94,11.71,49.14,0.0,100.39,4.0,5.67,1.74
New Valley,2025-06-01,26.33,5.0,15.66,28.91,15.37,34.02,18.65,5.59,26.53,0.0,97.66,4.68,7.51,2.79
New Valley,2025-06-02,26.58,7.09,16.83,28.82,14.27,33.62,19.35,6.44,30.83,0.0,97.86,6.24,8.85,4.01
New Valley,2025-06-03,25.39,3.59,14.49,27.45,13.02,32.14,19.12,5.2,27.25,0.0,97.75,6.83,8.67,4.72
New Valley,2025-06-04,25.53,3.52,14.52,27.64,15.53,33.1,17.57,5.07,26.1,0.0,97.57,5.8,8.06,3.77
New Valley,2025-06-05,27.37,4.51,15.94,29.47,16.2,35.35,19.15,5.42,24.69,0.0,97.47,5.67,7.12,4.33
New Valley,2025-06-06,28.31,1.24,14.78,30.08,16.68,36.63,19.95,4.36,19.38,0.0,97.49,5.99,7.89,3.85
New Valley,2025-06-07,28.29,0.67,14.48,30.23,18.46,37.18,18.72,4.12,17.37,0.0,97.41,5.3,8.08,3.35
New Valley,2025-06-08,28.58,1.81,15.19,30.6,17.18,37.09,19.91,4.49,18.75,0.0,97.34,5.65,8.2,3.75
New Valley,2025-06-09,28.46,2.71,15.59,30.5,16.81,36.47,19.66,4.76,20.06,0.0,97.33,5.66,7.48,4.02
New Valley,2025-06-10,29.43,2.24,15.83,31.45,17.56,37.94,20.38,4.62,18.36,0.0,97.21,5.1,7.39,3.21
New Valley,2025-06-11,29.31,2.06,15.68,31.81,17.6,37.8,20.2,4.57,18.23,0.0,97.1,4.05,5.52,3.19
New Valley,2025-06-12,30.09,-0.34,14.88,32.17,17.01,38.38,21.37,3.83,15.12,0.0,97.2,4.67,6.69,3.08
New Valley,2025-06-13,29.9,1.52,15.71,31.96,18.05,38.53,20.48,4.42,17.27,0.0,97.31,5.0,6.91,3.37
New Valley,2025-06-14,29.92,2.85,16.39,31.94,17.02,38.19,21.17,4.82,19.17,0.0,97.34,5.44,7.27,3.75
New Valley,2025-06-15,29.98,4.41,17.2,32.13,15.91,37.57,21.66,5.37,21.14,0.0,97.32,5.68,7.15,3.53
New Valley,2025-06-16,28.29,3.1,15.7,30.35,14.59,35.31,20.72,4.94,21.56,0.0,97.31,6.14,8.94,3.78
New Valley,2025-06-17,27.14,1.97,14.56,29.15,15.19,34.64,19.45,4.54,20.72,0.0,97.32,5.78,8.29,3.66
New Valley,2025-06-18,27.18,1.75,14.46,29.59,16.54,35.23,18.69,4.45,20.66,0.0,97.37,4.84,6.71,3.42
New Valley,2025-06-19,27.9,3.79,15.84,30.21,16.82,36.03,19.21,5.15,22.39,0.0,97.44,5.07,6.18,3.77
New Valley,2025-06-20,28.03,0.33,14.18,30.22,16.25,35.71,19.46,4.0,17.52,0.0,97.46,5.42,7.24,4.02
New Valley,2025-06-21,28.43,-0.61,13.91,30.6,16.25,36.4,20.15,3.73,15.92,0.0,97.43,5.08,6.84,3.93
New Valley,2025-06-22,29.07,3.63,16.35,31.02,17.4,36.9,19.5,5.2,20.22,0.0,97.37,6.27,9.1,3.6
New Valley,2025-06-23,31.25,7.07,19.16,33.76,15.93,38.88,22.95,6.47,23.79,0.0,97.19,4.13,6.23,2.11
New Valley,2025-06-24,29.21,5.11,17.16,31.32,14.65,36.58,21.93,5.73,23.11,0.0,97.19,5.6,8.72,2.84
New Valley,2025-06-25,28.52,4.42,16.47,30.83,15.45,36.04,20.59,5.4,22.18,0.0,97.25,5.6,7.58,4.41
New Valley,2025-06-26,28.08,-0.71,13.68,30.47,15.6,35.64,20.04,3.74,16.94,0.0,97.17,4.63,5.77,3.45
New Valley,2025-06-27,28.21,-1.49,13.36,30.33,16.51,36.17,19.66,3.5,15.35,0.0,97.11,4.55,6.75,2.97
New Valley,2025-06-28,29.47,-0.64,14.41,31.23,17.09,37.92,20.83,3.74,14.93,0.0,96.87,5.39,8.26,3.63
New Valley,2025-06-29,30.89,4.12,17.51,33.01,16.8,38.77,21.97,5.31,19.12,0.0,96.73,5.3,6.75,3.84
New Valley,2025-06-30,30.95,5.61,18.28,33.58,15.16,38.04,22.88,5.88,21.41,0.0,96.89,4.22,5.67,3.02
Fayoum,2025-06-01,25.72,12.0,18.86,28.59,12.98,32.24,19.26,8.75,45.17,0.0,100.44,4.76,7.86,2.99
Fayoum,2025-06-02,24.71,11.32,18.02,27.39,12.85,31.4,18.55,8.38,46.43,0.0,100.8,5.63,7.74,3.98
Fayoum,2025-06-03,24.6,10.99,17.8,26.89,16.15,32.52,16.37,8.23,47.51,0.0,100.62,5.6,7.41,3.4
Fayoum,2025-06-04,26.84,11.14,18.99,28.59,17.97,35.45,17.48,8.44,44.39,0.0,100.4,5.59,6.78,3.68
Fayoum,2025-06-05,27.49,10.72,19.11,29.37,17.54,36.07,18.53,8.26,41.87,0.0,100.31,5.8,7.02,4.29
Fayoum,2025-06-06,27.94,9.35,18.65,29.97,17.75,36.8,19.05,7.51,37.01,0.0,100.27,5.7,8.69,4.71
Fayoum,2025-06-07,28.21,9.99,19.1,30.4,18.47,37.28,18.81,7.75,36.88,0.0,100.19,5.52,7.98,3.54
Fayoum,2025-06-08,27.59,10.12,18.85,29.82,17.55,36.31,18.76,7.88,39.13,0.0,100.1,5.44,7.64,3.0
Fayoum,2025-06-09,27.88,11.38,19.63,30.38,18.17,36.45,18.28,8.61,43.01,0.0,100.03,4.93,7.27,3.69
Fayoum,2025-06-10,29.47,10.28,19.87,31.95,17.95,38.36,20.41,7.95,34.7,0.0,99.92,5.1,7.96,3.16
Fayoum,2025-06-11,28.99,7.23,18.11,31.53,18.15,37.66,19.51,6.61,31.14,0.0,99.85,4.46,7.29,3.01
Fayoum,2025-06-12,29.28,12.24,20.76,31.88,17.99,38.12,20.13,9.12,41.04,0.0,99.99,5.23,7.97,3.17
Fayoum,2025-06-13,29.57,11.98,20.78,31.82,18.75,38.91,20.16,9.19,42.85,0.0,100.12,5.97,8.7,3.27
Fayoum,2025-06-14,28.75,10.48,19.61,30.75,18.07,38.06,19.99,8.21,39.24,0.0,100.12,6.48,9.15,3.64
Fayoum,2025-06-15,27.19,12.16,19.68,29.45,16.58,35.76,19.18,9.1,46.1,0.0,100.09,6.05,8.45,3.17
Fayoum,2025-06-16,26.31,11.65,18.98,28.83,17.46,35.23,17.77,8.79,47.74,0.0,100.01,6.02,8.1,3.79
Fayoum,2025-06-17,27.16,13.09,20.13,29.94,16.94,35.56,18.62,9.61,48.78,0.0,100.01,5.53,8.17,3.38
Fayoum,2025-06-18,28.81,11.42,20.12,31.35,16.51,36.67,20.16,8.75,41.12,0.0,100.12,5.23,7.36,3.83
Fayoum,2025-06-19,28.31,8.88,18.6,30.86,16.33,36.23,19.9,7.46,36.52,0.0,100.22,5.68,8.74,4.2
Fayoum,2025-06-20,28.54,10.75,19.65,31.01,18.44,37.29,18.85,8.28,40.09,0.0,100.15,5.61,8.05,3.71
Fayoum,2025-06-21,28.82,9.96,19.39,31.39,17.9,37.47,19.57,7.98,38.51,0.0,100.14,5.25,7.51,3.76
Fayoum,2025-06-22,28.67,12.84,20.75,30.72,17.68,37.71,20.03,9.38,43.08,0.0,100.11,6.62,10.76,3.21
Fayoum,2025-06-23,27.72,12.12,19.92,30.0,15.14,35.83,20.69,9.02,43.4,0.0,100.01,6.1,8.91,2.85
Fayoum,2025-06-24,28.2,13.03,20.61,31.18,17.6,36.79,19.19,9.59,46.23,0.0,99.93,4.93,9.04,3.36
Fayoum,2025-06-25,28.66,9.83,19.25,31.19,16.27,36.72,20.45,7.95,37.64,0.05,99.99,5.57,7.5,4.43
Fayoum,2025-06-26,27.95,8.45,18.2,30.61,17.58,36.24,18.66,7.18,35.96,0.16,99.87,4.53,6.23,3.23
Fayoum,2025-06-27,28.39,11.33,19.86,31.1,17.92,36.75,18.83,8.63,41.2,2.7,99.72,3.91,6.56,2.08
Fayoum,2025-06-28,28.87,13.76,21.32,31.26,17.71,37.65,19.94,10.26,47.7,3.74,99.47,4.3,7.07,2.05
Fayoum,2025-06-29,29.22,14.25,21.74,31.65,18.33,38.46,20.13,10.42,47.05,0.31,99.35,5.17,8.37,2.69
Fayoum,2025-06-30,29.82,14.38,22.1,31.98,17.11,38.2,21.09,10.57,46.26,0.0,99.56,4.71,6.45,3.24
Luxor,2025-06-01,29.55,4.57,17.06,32.23,16.72,37.5,20.78,5.39,21.56,0.0,97.97,3.97,5.63,2.42
Luxor,2025-06-02,30.02,4.46,17.24,32.55,16.12,37.71,21.59,5.34,21.11,0.0,98.03,5.12,7.61,2.48
Luxor,2025-06-03,28.08,3.52,15.8,30.48,15.42,35.77,20.35,5.21,23.35,0.0,97.85,5.73,7.53,3.59
Luxor,2025-06-04,28.96,0.12,14.54,31.9,18.48,38.07,19.59,4.04,18.49,0.0,97.65,4.39,7.17,2.66
Luxor,2025-06-05,30.18,0.1,15.14,33.61,20.56,40.23,19.67,3.98,16.88,0.0,97.62,3.1,4.61,0.69
Luxor,2025-06-06,32.18,-1.18,15.5,34.58,18.7,41.81,23.11,3.54,12.57,0.0,97.6,3.45,5.1,1.69
Luxor,2025-06-07,32.76,0.15,16.46,35.55,19.81,42.32,22.51,3.93,13.85,0.0,97.54,3.66,5.31,1.11
Luxor,2025-06-08,32.69,1.32,17.0,35.04,19.35,42.03,22.68,4.28,14.42,0.0,97.46,4.76,6.82,2.74
Luxor,2025-06-09,31.54,2.47,17.0,33.94,17.75,40.41,22.66,4.7,17.11,0.0,97.47,5.02,6.93,3.34
Luxor,2025-06-10,31.93,4.04,17.98,34.76,19.12,40.94,21.82,5.23,18.66,0.0,97.38,4.13,5.98,2.69
Luxor,2025-06-11,32.68,3.18,17.93,35.6,18.24,41.2,22.96,4.92,16.74,0.0,97.29,3.57,4.57,2.2
Luxor,2025-06-12,32.92,0.31,16.61,35.32,17.31,41.74,24.43,4.0,14.0,0.0,97.43,3.85,5.64,1.89
Luxor,2025-06-13,33.56,-0.13,16.72,36.12,19.25,42.62,23.37,3.84,12.64,0.0,97.46,4.23,5.78,2.52
Luxor,2025-06-14,32.89,1.17,17.03,35.26,18.15,42.06,23.91,4.32,14.98,0.0,97.45,4.97,6.64,3.47
Luxor,2025-06-15,32.04,1.44,16.74,34.01,17.84,41.35,23.51,4.37,15.63,0.0,97.47,6.16,8.97,3.99
Luxor,2025-06-16,30.03,0.98,15.51,32.09,15.49,37.91,22.42,4.31,17.61,0.0,97.45,6.09,8.0,4.17
Luxor,2025-06-17,29.17,2.75,15.96,31.56,17.2,37.36,20.16,4.82,19.7,0.0,97.46,5.14,6.8,3.24
Luxor,2025-06-18,30.26,3.16,16.71,33.03,18.13,38.98,20.85,4.93,19.64,0.0,97.51,4.35,5.42,3.04
Luxor,2025-06-19,30.66,0.02,15.34,33.09,19.3,40.17,20.87,3.94,15.8,0.0,97.59,4.97,6.84,3.1
Luxor,2025-06-20,29.67,-0.62,14.53,32.19,19.31,39.02,19.71,3.72,15.25,0.0,97.62,4.86,7.2,3.21
Luxor,2025-06-21,30.53,1.01,15.77,33.01,18.94,39.43,20.49,4.21,16.23,0.0,97.57,4.57,6.25,2.78
Luxor,2025-06-22,30.65,0.86,15.76,32.79,17.28,38.97,21.69,4.26,16.39,0.0,97.49,5.45,6.94,3.64
Luxor,2025-06-23,31.88,6.65,19.27,33.98,16.6,40.04,23.44,6.34,23.24,0.0,97.43,6.06,8.65,3.49
Luxor,2025-06-24,30.77,3.91,17.34,32.91,15.22,38.54,23.32,5.22,19.73,0.0,97.44,5.75,8.59,3.45
Luxor,2025-06-25,30.45,1.53,15.99,33.14,18.47,39.19,20.72,4.44,17.42,0.0,97.39,4.16,6.04,2.48
Luxor,2025-06-26,30.95,0.99,15.97,33.73,18.34,39.75,21.41,4.22,15.89,0.0,97.33,4.87,7.55,3.4
Luxor,2025-06-27,30.14,-0.82,14.66,32.65,17.11,38.38,21.27,3.67,14.14,0.0,97.34,4.72,6.13,3.26
Luxor,2025-06-28,30.68,0.49,15.58,33.31,17.07,38.81,21.74,4.06,15.0,0.0,97.12,3.74,5.29,2.07
Luxor,2025-06-29,31.9,3.1,17.5,34.84,17.26,39.86,22.6,4.91,16.84,0.0,96.95,3.79,6.12,2.0
Luxor,2025-06-30,32.91,5.05,18.98,35.4,17.17,41.02,23.85,5.65,18.11,0.0,97.08,4.82,6.39,3.04
Ismailia,2025-06-01,25.14,13.06,19.1,28.65,13.46,32.41,18.95,9.48,51.94,0.0,100.28,4.12,8.43,2.03
Ismailia,2025-06-02,24.08,12.99,18.54,27.28,13.37,31.59,18.22,9.36,53.82,0.0,100.59,4.41,8.39,1.76
Ismailia,2025-06-03,23.83,12.69,18.26,26.75,13.4,31.32,17.92,9.27,54.96,0.0,100.42,4.15,6.92,2.22
Ismailia,2025-06-04,24.89,11.94,18.42,27.16,15.65,33.02,17.37,9.0,52.81,0.0,100.26,4.19,7.63,1.35
Ismailia,2025-06-05,25.41,12.14,18.77,27.71,16.88,34.06,17.18,9.2,53.1,0.0,100.17,4.59,6.73,2.62
Ismailia,2025-06-06,26.33,12.25,19.29,28.68,17.62,35.49,17.87,9.3,51.65,0.0,100.09,4.3,6.58,2.4
Ismailia,2025-06-07,26.28,12.15,19.21,28.95,17.56,35.68,18.12,9.16,50.35,0.0,100.02,3.61,6.77,1.21
Ismailia,2025-06-08,26.7,14.62,20.66,29.32,17.65,36.16,18.51,10.63,55.67,0.0,99.86,3.87,7.32,1.5
Ismailia,2025-06-09,27.05,14.56,20.81,30.03,17.95,36.69,18.74,10.66,55.01,0.0,99.8,3.54,6.54,1.76
Ismailia,2025-06-10,27.64,13.76,20.7,30.26,18.35,37.73,19.38,10.2,51.41,0.0,99.72,3.87,8.01,1.37
Ismailia,2025-06-11,28.01,13.51,20.76,30.78,18.62,37.61,18.99,10.11,50.57,0.0,99.64,3.93,6.78,2.08
Ismailia,2025-06-12,28.59,14.08,21.33,31.99,17.3,38.07,20.77,10.49,50.03,0.0,99.76,3.07,7.66,0.94
Ismailia,2025-06-13,28.07,13.79,20.93,30.95,17.53,37.51,19.98,10.35,51.4,0.0,99.94,3.77,7.46,1.24
Ismailia,2025-06-14,27.58,13.56,20.57,30.14,18.35,37.76,19.41,10.18,51.94,0.0,99.89,4.77,9.05,2.26
Ismailia,2025-06-15,26.64,12.87,19.76,29.2,16.95,35.74,18.79,9.55,49.82,0.0,99.83,4.49,7.93,1.86
Ismailia,2025-06-16,26.09,13.87,19.98,29.24,17.54,35.56,18.02,10.14,54.05,0.0,99.72,4.36,7.53,2.59
Ismailia,2025-06-17,26.35,14.51,20.43,29.67,13.81,34.19,20.38,10.74,55.82,0.0,99.8,3.73,6.76,1.97
Ismailia,2025-06-18,26.81,13.93,20.37,29.19,14.01,34.25,20.24,10.55,54.81,0.0,99.96,4.66,6.94,2.67
Ismailia,2025-06-19,26.65,12.41,19.53,29.19,16.14,34.76,18.62,9.58,51.83,0.0,100.01,4.09,6.42,2.11
Ismailia,2025-06-20,27.43,12.9,20.16,30.47,18.2,36.52,18.32,9.82,51.71,0.0,99.92,3.34,6.5,1.55
Ismailia,2025-06-21,28.21,13.62,20.92,30.83,17.43,37.19,19.76,10.2,50.15,0.0,99.9,4.32,7.73,2.2
Ismailia,2025-06-22,27.38,14.62,21.0,29.89,16.81,36.58,19.77,10.53,50.72,0.0,99.85,5.22,10.05,2.11
Ismailia,2025-06-23,26.87,13.98,20.42,29.75,15.28,35.14,19.86,10.13,50.12,0.0,99.76,4.3,7.68,2.12
Ismailia,2025-06-24,27.02,14.62,20.82,29.95,15.46,35.24,19.78,10.65,53.13,0.0,99.74,3.74,7.05,1.54
Ismailia,2025-06-25,27.95,13.06,20.5,30.7,17.29,36.6,19.31,9.8,48.62,0.14,99.75,4.01,6.51,2.37
Ismailia,2025-06-26,27.98,10.91,19.44,31.68,16.95,36.53,19.58,8.67,43.34,0.02,99.61,2.45,5.23,1.45
Ismailia,2025-06-27,28.86,10.55,19.71,32.08,17.37,37.92,20.55,8.59,41.77,0.0,99.46,2.26,5.29,0.32
Ismailia,2025-06-28,29.73,11.63,20.68,33.16,18.38,39.24,20.86,9.25,43.11,0.17,99.21,2.13,5.82,0.32
Ismailia,2025-06-29,30.38,13.57,21.97,33.25,18.32,40.02,21.7,10.27,44.41,0.28,99.07,3.69,7.02,1.8
Ismailia,2025-06-30,30.22,15.14,22.68,33.21,18.03,39.71,21.68,11.3,48.61,0.03,99.31,3.96,6.31,2.44
Aswan,2025-06-01,31.26,3.04,17.15,34.73,18.1,39.77,21.67,4.82,18.35,0.0,98.33,3.49,4.59,2.78
Aswan,2025-06-02,31.33,4.93,18.13,34.3,17.13,39.63,22.5,5.51,20.57,0.0,98.41,5.36,7.97,2.71
Aswan,2025-06-03,29.56,3.96,16.76,32.26,14.73,37.03,22.3,5.25,21.13,0.0,98.23,6.24,8.09,4.24
Aswan,2025-06-04,29.54,0.13,14.84,32.34,18.05,38.56,20.51,3.98,16.84,0.0,98.06,4.55,5.85,3.33
Aswan,2025-06-05,30.92,-1.13,14.9,34.25,19.69,40.81,21.12,3.56,13.82,0.0,98.03,3.75,5.47,2.19
Aswan,2025-06-06,32.35,-1.65,15.35,35.4,21.29,42.83,21.54,3.4,12.41,0.0,98.0,3.08,4.02,1.83
Aswan,2025-06-07,32.85,-0.16,16.34,36.14,20.95,43.15,22.2,3.81,13.15,0.0,97.94,3.3,4.0,2.19
Aswan,2025-06-08,33.81,1.09,17.45,36.7,21.16,44.23,23.07,4.18,13.89,0.0,97.85,4.23,5.69,2.8
Aswan,2025-06-09,33.19,1.32,17.25,36.09,18.99,42.81,23.82,4.28,14.4,0.0,97.88,4.96,6.7,3.27
Aswan,2025-06-10,32.6,2.04,17.32,35.67,19.47,41.94,22.47,4.51,15.75,0.0,97.81,4.2,5.15,3.09
Aswan,2025-06-11,33.56,3.72,18.64,37.05,18.74,42.65,23.91,5.08,16.72,0.0,97.69,3.61,5.09,2.81
Aswan,2025-06-12,33.96,-0.3,16.83,36.85,19.08,43.37,24.29,3.78,12.26,0.0,97.81,4.7,5.53,3.52
Aswan,2025-06-13,33.71,-1.31,16.2,36.65,19.85,43.44,23.59,3.5,11.86,0.0,97.87,4.3,5.08,3.23
Aswan,2025-06-14,33.78,0.0,16.89,36.74,20.03,43.61,23.58,3.88,12.61,0.0,97.85,4.72,6.53,3.39
Aswan,2025-06-15,32.93,0.72,16.83,35.26,18.48,42.08,23.6,4.1,13.96,0.0,97.86,6.06,7.73,3.93
Aswan,2025-06-16,31.12,1.43,16.27,33.55,16.88,39.65,22.77,4.39,16.55,0.0,97.87,5.68,7.91,2.92
Aswan,2025-06-17,30.27,1.28,15.78,33.11,17.98,39.06,21.08,4.3,16.42,0.0,97.88,5.02,6.37,3.29
Aswan,2025-06-18,30.85,3.29,17.07,34.05,19.04,39.89,20.85,4.92,18.94,0.0,97.93,4.19,5.28,2.66
Aswan,2025-06-19,31.86,0.75,16.3,34.78,18.9,41.32,22.42,4.14,15.74,0.0,97.99,4.73,6.04,3.51
Aswan,2025-06-20,31.16,-1.06,15.05,33.89,17.86,39.98,22.12,3.57,13.64,0.0,98.05,5.4,6.89,4.11
Aswan,2025-06-21,31.21,-0.4,15.4,34.17,18.99,40.05,21.06,3.76,13.81,0.0,98.0,4.36,5.89,2.73
Aswan,2025-06-22,31.09,0.55,15.82,33.6,17.41,39.77,22.36,4.05,14.95,0.0,97.92,5.43,7.72,3.67
Aswan,2025-06-23,32.46,4.56,18.51,34.9,16.97,40.66,23.69,5.43,18.99,0.0,97.82,5.67,7.02,3.56
Aswan,2025-06-24,32.58,4.78,18.68,35.33,17.04,40.79,23.75,5.49,19.06,0.0,97.83,5.3,6.84,3.04
Aswan,2025-06-25,31.79,0.95,16.37,34.91,17.26,40.15,22.89,4.17,15.38,0.0,97.83,4.31,5.22,2.98
Aswan,2025-06-26,31.9,1.59,16.74,35.12,18.22,40.66,22.44,4.38,16.15,0.0,97.73,4.32,6.06,3.12
Aswan,2025-06-27,31.47,-2.41,14.53,34.62,17.72,40.24,22.52,3.23,11.68,0.0,97.76,4.47,6.06,3.44
Aswan,2025-06-28,31.68,-0.76,15.46,34.39,16.95,39.91,22.96,3.68,13.41,0.0,97.58,4.1,6.54,2.03
Aswan,2025-06-29,33.06,3.29,18.17,36.0,17.74,41.3,23.56,4.96,15.92,0.0,97.4,4.28,7.04,2.25
Aswan,2025-06-30,33.7,3.67,18.68,36.67,17.67,42.13,24.46,5.07,16.14,0.0,97.51,4.46,6.77,2.54
Gulf of Suez,2025-06-01,25.23,14.12,19.68,27.19,11.57,31.07,19.5,10.38,54.6,0.0,98.88,3.72,8.64,1.2
Gulf of Suez,2025-06-02,24.08,13.77,18.92,25.84,9.29,28.82,19.53,10.06,55.47,0.0,99.21,5.66,8.69,4.3
Gulf of Suez,2025-06-03,23.24,13.34,18.29,24.87,10.45,28.74,18.29,9.8,57.03,0.0,99.05,5.9,6.91,4.81
Gulf of Suez,2025-06-04,24.09,12.42,18.25,25.12,13.12,30.42,17.3,9.29,52.76,0.0,98.9,5.67,7.57,3.91
Gulf of Suez,2025-06-05,25.23,12.21,18.72,26.1,14.93,32.42,17.49,9.19,49.66,0.0,98.77,5.71,7.88,4.32
Gulf of Suez,2025-06-06,25.93,12.58,19.25,26.67,14.37,33.03,18.66,9.43,48.48,0.0,98.71,5.67,6.54,4.31
Gulf of Suez,2025-06-07,26.04,11.89,18.97,26.89,14.13,32.82,18.69,9.03,46.29,0.0,98.66,5.18,6.52,3.62
Gulf of Suez,2025-06-08,26.15,13.49,19.82,27.03,13.38,32.48,19.1,9.96,49.2,0.0,98.53,4.91,6.11,3.27
Gulf of Suez,2025-06-09,26.33,13.79,20.06,27.36,13.09,32.58,19.49,10.22,50.2,0.0,98.47,4.28,5.17,3.24
Gulf of Suez,2025-06-10,27.19,13.09,20.14,27.98,13.49,33.67,20.18,9.86,46.51,0.0,98.39,4.85,6.98,3.46
Gulf of Suez,2025-06-11,27.34,12.29,19.82,28.11,13.19,33.63,20.44,9.38,43.31,0.0,98.32,4.32,5.11,2.98
Gulf of Suez,2025-06-12,28.14,12.22,20.18,28.94,13.36,34.76,21.4,9.34,41.91,0.0,98.45,3.95,6.97,2.91
Gulf of Suez,2025-06-13,27.49,13.75,20.62,28.31,12.86,33.72,20.86,10.29,48.2,0.0,98.59,5.47,7.44,3.69
Gulf of Suez,2025-06-14,27.29,13.19,20.24,28.01,13.67,34.29,20.62,9.95,46.71,0.0,98.54,6.07,8.6,4.0
Gulf of Suez,2025-06-15,26.3,13.39,19.84,27.35,12.69,32.43,19.74,10.03,49.43,0.0,98.5,5.25,6.59,3.37
Gulf of Suez,2025-06-16,25.65,13.61,19.63,27.09,13.07,31.98,18.91,10.12,51.77,0.0,98.4,5.21,6.99,3.61
Gulf of Suez,2025-06-17,25.74,14.36,20.05,27.28,10.51,31.28,20.77,10.68,53.86,0.0,98.46,5.15,6.46,4.39
Gulf of Suez,2025-06-18,26.1,14.32,20.21,27.13,11.55,32.13,20.58,10.73,53.99,0.0,98.59,5.9,7.25,4.44
Gulf of Suez,2025-06-19,25.92,12.8,19.36,27.04,13.67,32.42,18.75,9.71,50.31,0.0,98.66,5.29,6.61,3.73
Gulf of Suez,2025-06-20,26.38,12.53,19.46,27.6,13.49,32.45,18.96,9.53,47.61,0.0,98.61,4.55,6.26,3.43
Gulf of Suez,2025-06-21,27.17,13.5,20.34,28.18,12.41,33.08,20.67,10.13,47.5,0.0,98.59,4.96,7.25,3.59
Gulf of Suez,2025-06-22,27.11,14.41,20.76,28.1,12.74,33.33,20.59,10.59,48.84,0.0,98.54,5.72,9.55,3.0
Gulf of Suez,2025-06-23,26.74,13.39,20.06,27.83,11.5,32.47,20.97,10.03,47.47,0.0,98.43,4.96,6.2,3.29
Gulf of Suez,2025-06-24,26.4,14.62,20.51,27.74,11.98,32.34,20.36,10.75,51.87,0.0,98.4,4.86,6.63,3.4
Gulf of Suez,2025-06-25,26.96,13.25,20.1,28.02,12.82,32.96,20.14,9.96,47.43,0.0,98.43,4.74,5.87,3.55
Gulf of Suez,2025-06-26,27.08,11.92,19.5,28.49,12.44,33.08,20.64,9.31,43.75,0.0,98.31,3.79,5.28,2.95
Gulf of Suez,2025-06-27,27.95,11.78,19.87,28.99,13.86,34.5,20.64,9.15,41.43,0.0,98.16,3.42,4.03,2.73
Gulf of Suez,2025-06-28,29.21,10.91,20.06,30.02,14.56,36.25,21.69,8.74,37.79,0.0,97.92,2.75,4.72,1.87
Gulf of Suez,2025-06-29,29.97,12.38,21.17,30.68,13.53,36.49,22.96,9.63,38.93,0.0,97.79,3.97,7.9,2.44
Gulf of Suez,2025-06-30,29.61,14.38,22.0,30.41,12.8,35.93,23.13,10.78,43.73,0.0,98.02,4.26,6.43,3.05
Monufia,2025-06-01,26.02,12.31,19.17,29.26,14.62,34.1,19.48,8.89,46.23,0.0,101.09,3.88,7.93,1.38
Monufia,2025-06-02,25.14,12.48,18.81,28.15,15.41,33.44,18.03,9.01,50.39,0.0,101.42,4.23,7.93,1.69
Monufia,2025-06-03,25.78,11.73,18.76,28.46,17.55,34.98,17.43,8.66,48.46,0.0,101.23,4.2,7.52,2.04
Monufia,2025-06-04,27.37,11.53,19.45,29.59,19.36,37.17,17.81,8.75,46.71,0.0,101.05,4.44,7.83,2.11
Monufia,2025-06-05,27.89,11.02,19.45,30.2,20.19,38.29,18.1,8.56,45.15,0.0,100.96,4.4,7.25,2.61
Monufia,2025-06-06,28.86,10.26,19.56,31.47,21.31,39.66,18.35,8.18,42.02,0.0,100.89,3.99,7.2,2.28
Monufia,2025-06-07,28.53,11.31,19.92,31.13,20.73,39.43,18.7,8.5,41.79,0.0,100.82,4.13,8.06,1.94
Monufia,2025-06-08,28.47,12.9,20.69,31.02,20.19,39.01,18.82,9.64,48.42,0.0,100.68,4.33,7.99,2.05
Monufia,2025-06-09,29.36,13.62,21.49,32.31,20.09,39.47,19.38,10.02,47.83,0.0,100.59,3.64,6.0,2.04
